Model Year;Mfr Name;Carline;Cyl;Transmission;City FE;Hwy FE;Comb FE;Release Date
2020;Porsche;Panamera GTS ST;8;Auto(AM-S8);15;22;18;16/08/2019
2020;Porsche;Panamera Turbo;8;Auto(AM-S8);18;25;21;16/08/2019
2020;Porsche;Panamera Turbo Exec;8;Auto(AM-S8);18;25;21;16/08/2019
2020;Porsche;Panamera Turbo ST;8;Auto(AM-S8);18;23;20;16/08/2019
2020;Rolls-Royce;Ghost;12;Auto(S8);12;18;14;31/08/2019
2020;Rolls-Royce;Ghost EWB;12;Auto(S8);12;18;14;31/08/2019
2020;Rolls-Royce;Phantom;12;Auto(S8);12;20;14;31/08/2019
2020;Rolls-Royce;Phantom EWB;12;Auto(S8);12;20;14;31/08/2019
2020;Subaru;LEGACY;4;Auto(AV-S8);24;32;27;29/06/2019
2020;Subaru;LEGACY;4;Auto(AV-S8);27;35;30;29/06/2019
2020;Volkswagen Group of;Arteon;4;Auto(S8);22;29;25;20/12/2019
2020;Volkswagen Group of;Arteon 4Motion;4;Auto(S8);20;29;23;20/12/2019
2020;Volkswagen Group of;A4 allroad quattro;4;Auto(AM-S7);23;31;26;29/11/2019
2020;General Motors;REGAL TOUR X AWD;4;Auto(S8);21;29;24;27/06/2019
2020;General Motors;SONIC 5;4;Auto(S6);26;34;29;20/06/2019
2020;FCA US LLC;500L;4;Auto(A6);22;30;25;22/07/2019
2020;Honda;FIT;4;Auto(AV);33;40;36;15/12/2019
2020;Honda;FIT;4;Auto(AV-S7);31;36;33;15/12/2019
2020;Honda;FIT;4;Manual(M6);29;36;31;15/12/2019
2020;Honda;HR-V AWD;4;Auto(AV);27;31;29;16/10/2019
2020;Honda;HR-V AWD;4;Auto(AV-S7);26;31;28;16/10/2019
2020;Honda;HR-V FWD;4;Auto(AV);28;34;30;16/10/2019
2020;Honda;HR-V FWD;4;Auto(AV-S7);28;34;30;16/10/2019
2020;Kia;Niro;4;Auto(AM6);51;46;49;15/11/2019
2020;Kia;Niro FE;4;Auto(AM6);52;49;50;15/11/2019
2020;Kia;Niro Touring;4;Auto(AM6);46;40;43;15/11/2019
2020;Kia;Soul;4;Auto(AM-S7);27;32;29;02/01/2019
2020;Kia;Soul;4;Auto(AV);27;33;30;02/01/2019
2020;Kia;Soul;4;Manual(M6);25;31;27;02/01/2019
2020;Kia;Soul Eco dynamics;4;Auto(AV);29;35;31;02/01/2019
2020;Nissan;Rogue Sport;4;Auto(AV-S8);25;32;28;19/11/2019
2020;Nissan;Rogue Sport AWD;4;Auto(AV-S8);24;30;27;19/11/2019
2020;Subaru;IMPREZA 5-Door;4;Auto(AV-S7);28;36;31;07/09/2019
2020;Subaru;IMPREZA 5-Door;4;Manual(M5);24;31;26;07/09/2019
2020;Subaru;IMPREZA 5-Door SPORT;4;Auto(AV-S7);27;35;30;07/09/2019
2020;Subaru;IMPREZA 5-Door SPORT;4;Manual(M5);22;30;25;07/09/2019
2020;Volvo;V60 CC AWD;4;Auto(S8);22;31;25;03/06/2019
2020;Volvo;V60 FWD;4;Auto(S8);23;34;27;03/06/2019
2020;Volkswagen Group of;A6 Allroad;6;Auto(AM-S7);20;26;22;04/11/2019
2020;Jaguar Land Rover L;XF Sportbrake AWD;4;Auto(S8);21;28;24;08/02/2019
2020;Jaguar Land Rover L;XF Sportbrake AWD;6;Auto(S8);18;25;21;08/03/2019
2020;Mercedes-Benz;AMG E 63 S 4MATIC+ (SW);8;Auto(A9);16;23;19;25/10/2019
2020;Mercedes-Benz;E 450 4MATIC (station wagon);6;Auto(A9);19;26;22;06/08/2019
2020;Nissan;MURANO AWD;6;Auto(AV-S7);20;28;23;18/09/2019
2020;Nissan;MURANO FWD;6;Auto(AV-S7);20;28;23;18/09/2019
2020;Rolls-Royce;Cullinan;12;Auto(S8);12;20;14;31/08/2019
2020;Rolls-Royce;Cullinan Black Badge;12;Auto(S8);12;20;14;31/08/2019
2020;Volvo;V90 AWD;4;Auto(S8);21;31;25;03/06/2019
2020;Volvo;V90 CC AWD;4;Auto(S8);20;30;24;03/06/2019
2020;Volvo;V90 FWD;4;Auto(S8);22;33;26;03/06/2019
2020;General Motors;COLORADO 2WD;4;Auto(A6);20;26;22;15/07/2019
2020;General Motors;COLORADO 2WD;4;Auto(A6);20;30;23;15/07/2019
2020;General Motors;COLORADO 2WD;6;Auto(A8);18;25;20;15/07/2019
2020;General Motors;CANYON 2WD;4;Auto(A6);20;26;22;15/07/2019
2020;General Motors;CANYON 2WD;4;Auto(A6);20;30;23;15/07/2019
2020;General Motors;CANYON 2WD;6;Auto(A8);18;25;20;15/07/2019
2020;Honda;RIDGELINE FWD;6;Auto(S9);19;26;22;16/12/2019
2020;Toyota;TACOMA 2WD;4;Auto(S6);20;23;21;05/09/2019
2020;Toyota;TACOMA 2WD;6;Auto(S6);19;24;21;05/09/2019
2020;General Motors;COLORADO 4WD;4;Auto(A6);19;24;21;15/07/2019
2020;General Motors;COLORADO 4WD;4;Auto(A6);19;28;22;15/07/2019
2020;General Motors;COLORADO 4WD;6;Auto(A8);17;24;19;15/07/2019
2020;General Motors;COLORADO ZR2 4WD;4;Auto(A6);18;22;19;15/07/2019
2020;General Motors;COLORADO ZR2 4WD;6;Auto(A8);16;18;17;15/07/2019
2020;General Motors;CANYON 4WD;4;Auto(A6);19;24;21;15/07/2019
2020;General Motors;CANYON 4WD;4;Auto(A6);19;28;22;15/07/2019
2020;General Motors;CANYON 4WD;6;Auto(A8);17;24;19;15/07/2019
2020;Toyota;TACOMA 4WD;4;Auto(S6);19;22;20;05/09/2019
2020;Toyota;TACOMA 4WD;6;Auto(S6);18;22;20;05/09/2019
2020;Toyota;TACOMA 4WD;6;Manual(M6);17;21;18;05/09/2019
2020;Toyota;TACOMA 4WD D-CAB MT TRD-ORP/PRO;6;Manual(M6);17;20;18;05/09/2019
2020;General Motors;SILVERADO 2WD;4;Auto(A8);19;22;20;05/08/2019
2020;General Motors;SILVERADO 2WD;4;Auto(A8);20;23;21;05/08/2019
2020;General Motors;SILVERADO 2WD;6;Auto(A10);23;33;27;05/08/2019
2020;General Motors;SILVERADO 2WD;6;Auto(A6);16;21;17;05/08/2019
2020;General Motors;SILVERADO 2WD;8;Auto(A6);15;21;17;05/08/2019
2020;General Motors;SILVERADO 2WD;8;Auto(A6);15;19;16;05/08/2019
2020;General Motors;SILVERADO 2WD;8;Auto(A8);17;23;19;05/08/2019
2020;General Motors;SILVERADO 2WD;8;Auto(A8);17;24;20;05/08/2019
2020;Ford Motor Company;F150 2WD BASE PAYLOAD LT TIRE;6;Auto(S10);21;28;24;14/10/2019
2020;Ford Motor Company;F150 2WD FFV BASE PAYLOAD LT;8;Auto(S10);16;21;18;14/10/2019
2020;Ford Motor Company;F150 5.0L 2WD FFV GVWR>7599 LBS;8;Auto(S10);15;20;17;14/10/2019
2020;Ford Motor Company;F150 PICKUP 2WD;6;Auto(S10);20;26;22;14/10/2019
2020;Ford Motor Company;F150 PICKUP 2WD;6;Auto(S10);21;29;24;14/10/2019
2020;Ford Motor Company;F150 PICKUP 2WD;6;Auto(S10);17;23;19;14/10/2019
2020;Ford Motor Company;F150 PICKUP 2WD FFV;6;Auto(S6);19;25;22;14/10/2019
2020;Ford Motor Company;F150 PICKUP 2WD FFV;8;Auto(S10);17;23;19;14/10/2019
2020;Ford Motor Company;F150 PICKUP 2WD LIMITED;6;Auto(S10);17;22;19;14/10/2019
2020;Ford Motor Company;RANGER 2WD;4;Auto(S10);21;26;23;21/11/2019
2020;General Motors;SIERRA 2WD;4;Auto(A8);19;22;20;05/08/2019
2020;General Motors;SIERRA 2WD;4;Auto(A8);20;23;21;05/08/2019
2020;General Motors;SIERRA 2WD;6;Auto(A10);23;30;26;05/08/2019
2020;General Motors;SIERRA 2WD;6;Auto(A6);16;21;17;05/08/2019
2020;General Motors;SIERRA 2WD;8;Auto(A6);15;21;17;05/08/2019
2020;General Motors;SIERRA 2WD;8;Auto(A6);15;19;16;05/08/2019
2020;General Motors;SIERRA 2WD;8;Auto(A8);17;23;19;05/08/2019
2020;General Motors;SIERRA 2WD;8;Auto(A8);17;24;20;05/08/2019
2020;Nissan;FRONTIER 2WD;6;Auto(S9);18;24;20;24/04/2020
2020;Nissan;TITAN 2WD;8;Auto(S9);16;22;18;16/01/2020
2020;FCA US LLC;1500 4X2;6;Auto(A8);22;32;26;04/10/2019
2020;FCA US LLC;1500 4X2;6;Auto(A8);20;25;22;22/07/2019
2020;FCA US LLC;1500 4X2;8;Auto(A8);17;23;19;21/01/2019
2020;FCA US LLC;1500 4X2;8;Auto(A8);15;22;17;23/01/2019
2020;FCA US LLC;1500 Classic 4X2;6;Auto(A8);17;25;20;16/12/2019
2020;FCA US LLC;1500 Classic 4X2;8;Auto(A8);15;22;17;16/12/2019
2020;FCA US LLC;1500 HFE 4X2;6;Auto(A8);20;26;23;22/07/2019
2020;Roush;F150 Pickup 2WD;8;Auto(S10);11;15;13;13/12/2019
2020;Toyota;TUNDRA 2WD;8;Auto(S6);13;18;15;08/08/2019
2020;General Motors;SILVERADO 4WD;4;Auto(A8);19;22;20;05/08/2019
2020;General Motors;SILVERADO 4WD;4;Auto(A8);19;22;20;05/08/2019
2020;General Motors;SILVERADO 4WD;6;Auto(A10);23;29;25;05/08/2019
2020;General Motors;SILVERADO 4WD;6;Auto(A6);15;20;17;05/08/2019
2020;General Motors;SILVERADO 4WD;8;Auto(A10);16;22;19;05/08/2019
2020;General Motors;SILVERADO 4WD;8;Auto(A6);15;20;17;05/08/2019
2020;General Motors;SILVERADO 4WD;8;Auto(A6);14;18;16;05/08/2019
2020;General Motors;SILVERADO 4WD;8;Auto(A8);16;22;18;05/08/2019
2020;General Motors;SILVERADO 4WD;8;Auto(A10);16;20;17;05/08/2019
2020;General Motors;SILVERADO 4WD TRAILBOSS;6;Auto(A6);14;18;16;05/08/2019
2020;General Motors;SILVERADO 4WD TRAILBOSS;8;Auto(A10);16;21;18;05/08/2019
2020;General Motors;SILVERADO 4WD TRAILBOSS;8;Auto(A6);14;18;16;05/08/2019
2020;General Motors;SILVERADO 4WD TRAILBOSS;8;Auto(A8);16;21;18;05/08/2019
2020;General Motors;SILVERADO 4WD TRAILBOSS;8;Auto(A10);15;19;17;01/11/2019
2020;General Motors;SILVERADO 4WD TRAILBOSS;8;Auto(A10);14;18;15;01/11/2019
2020;Ford Motor Company;F150 PICKUP 4WD;6;Auto(S10);18;23;20;14/10/2019
2020;Ford Motor Company;F150 PICKUP 4WD;6;Auto(S10);20;25;22;14/10/2019
2020;Ford Motor Company;F150 PICKUP 4WD;6;Auto(S10);16;22;18;14/10/2019
2020;Ford Motor Company;F150 PICKUP 4WD FFV;6;Auto(S6);18;23;20;14/10/2019
2020;Ford Motor Company;F150 PICKUP 4WD FFV;8;Auto(S10);15;21;18;14/10/2019
2020;Ford Motor Company;F150 PICKUP 4WD LIMITED;6;Auto(S10);17;21;19;14/10/2019
2020;Ford Motor Company;F150 PICKUP 4WD XL/XLT;6;Auto(S10);21;28;24;14/10/2019
2020;Ford Motor Company;F150 RAPTOR 4WD;6;Auto(S10);15;18;16;14/10/2019
2020;Ford Motor Company;RANGER 4WD;4;Auto(S10);20;24;22;21/11/2019
2020;General Motors;SIERRA 4WD;4;Auto(A8);19;22;20;05/08/2019
2020;General Motors;SIERRA 4WD;4;Auto(A8);19;22;20;05/08/2019
2020;General Motors;SIERRA 4WD;6;Auto(A10);22;26;24;18/05/2020
2020;General Motors;SIERRA 4WD;6;Auto(A6);15;20;17;05/08/2019
2020;General Motors;SIERRA 4WD;8;Auto(A10);16;22;19;05/08/2019
2020;General Motors;SIERRA 4WD;8;Auto(A6);15;20;17;05/08/2019
2020;General Motors;SIERRA 4WD;8;Auto(A6);14;19;16;05/08/2019
2020;General Motors;SIERRA 4WD;8;Auto(A8);16;22;18;05/08/2019
2020;General Motors;SIERRA 4WD;8;Auto(A10);15;20;17;05/08/2019
2020;General Motors;SIERRA 4WD AT4;6;Auto(A10);22;26;24;18/05/2020
2020;General Motors;SIERRA 4WD AT4;8;Auto(A10);16;21;18;05/08/2019
2020;General Motors;SIERRA 4WD AT4;8;Auto(A6);14;18;16;05/08/2019
2020;General Motors;SIERRA 4WD AT4;8;Auto(A8);16;21;18;05/08/2019
2020;General Motors;SIERRA 4WD AT4;8;Auto(A10);15;19;17;05/08/2019
2020;Honda;RIDGELINE AWD;6;Auto(S9);19;24;21;16/12/2019
2020;FCA US LLC;Gladiator Pickup 4x4;6;Auto(A8);17;22;19;31/03/2019
2020;FCA US LLC;Gladiator Pickup 4x4;6;Manual(M6);16;23;19;31/03/2019
2020;Nissan;FRONTIER 4WD;6;Auto(S9);17;23;19;24/04/2020
2020;Nissan;TITAN 4WD;8;Auto(S9);15;21;18;16/01/2020
2020;Nissan;TITAN 4WD PRO-4X;8;Auto(S9);15;21;17;16/01/2020
2020;FCA US LLC;1500 4X4;6;Auto(A8);21;29;24;04/10/2019
2020;FCA US LLC;1500 4X4;6;Auto(A8);19;24;21;22/07/2019
2020;FCA US LLC;1500 4X4;8;Auto(A8);17;22;19;23/01/2019
2020;FCA US LLC;1500 4X4;8;Auto(A8);15;21;17;21/01/2019
2020;FCA US LLC;1500 Classic 4X4;6;Auto(A8);16;23;19;16/12/2019
2020;FCA US LLC;1500 Classic 4X4;8;Auto(A8);15;21;17;16/12/2019
2020;Roush;F150 Pickup 4WD;8;Auto(S10);11;15;13;13/12/2019
2020;Toyota;TUNDRA 4WD;8;Auto(S6);13;17;14;08/08/2019
2020;Ford Motor Company;TRANSIT T150 WAGON 2WD FFV;6;Auto(S10);15;19;17;18/11/2019
2020;Ford Motor Company;TRANSIT T150 WAGON 4WD FFV;6;Auto(S10);14;19;16;18/11/2019
2020;Ford Motor Company;RANGER 2WD INCOMPLETE;4;Auto(S10);19;18;18;21/11/2019
2020;Ford Motor Company;TRANSIT CONNECT USPS;4;Auto(S6);20;27;22;28/05/2019
2020;Ford Motor Company;Transit Connect Van 2WD;4;Auto(S8);24;27;25;28/05/2019
2020;Ford Motor Company;Transit Connect Van 2WD;4;Auto(S6);20;27;22;28/05/2019
2020;Ford Motor Company;TRANSIT CONNECT VAN FFV;4;Auto(S8);24;27;25;28/05/2019
2020;Ford Motor Company;TRANSIT CONNECT WAGON LWB FFV;4;Auto(S8);24;29;26;28/05/2019
2020;Ford Motor Company;Transit Connect Wagon LWB FWD;4;Auto(S8);24;29;26;28/05/2019
2020;Ford Motor Company;Transit Connect Wagon LWB FWD;4;Auto(S6);20;26;22;28/05/2019
2020;Mercedes-Benz;GLB 250;4;Auto(AM8);23;30;26;15/10/2019
2020;Mercedes-Benz;Metris (Cargo Van);4;Auto(A7);21;24;22;20/08/2019
2020;Mercedes-Benz;Metris (Cargo Van);4;Auto(A7);20;24;22;20/08/2019
2020;Mercedes-Benz;Metris (Cargo Van, LWB);4;Auto(A7);21;24;22;20/08/2019
2020;Mercedes-Benz;Metris (Cargo Van, LWB);4;Auto(A7);20;24;22;20/08/2019
2020;Mercedes-Benz;Metris (Passenger Van);4;Auto(A7);20;24;21;20/08/2019
2020;Mercedes-Benz;Metris (Passenger Van);4;Auto(A7);19;23;21;20/08/2019
2020;Nissan;NV200 Cargo Van;4;Auto(AV);24;26;25;09/10/2019
2020;FCA US LLC;Promaster City;4;Auto(A9);21;28;24;19/08/2019
2020;General Motors;SILVERADO 2WD CAB CHASSIS;6;Auto(A6);15;19;17;05/08/2019
2020;General Motors;SILVERADO 2WD CAB CHASSIS;8;Auto(A6);14;18;15;05/08/2019
2020;General Motors;SILVERADO 4WD CAB CHASSIS;6;Auto(A6);14;16;15;05/08/2019
2020;General Motors;SILVERADO 4WD CAB CHASSIS;8;Auto(A6);14;17;15;05/08/2019
2020;General Motors;SIERRA 2WD CAB CHASSIS;6;Auto(A6);15;19;17;05/08/2019
2020;General Motors;SIERRA 2WD CAB CHASSIS;8;Auto(A6);14;18;15;05/08/2019
2020;General Motors;SIERRA 4WD CAB CHASSIS;6;Auto(A6);14;16;15;05/08/2019
2020;General Motors;SIERRA 4WD CAB CHASSIS;8;Auto(A6);14;17;15;05/08/2019
2020;FCA US LLC;Pacifica;6;Auto(A9);19;28;22;12/08/2019
2020;FCA US LLC;Voyager;6;Auto(A9);19;28;22;12/08/2019
2020;FCA US LLC;Grand Caravan;6;Auto(A6);17;25;20;30/12/2019
2020;Honda;ODYSSEY FWD;6;Auto(S10);19;28;22;13/08/2019
2020;Kia;Sedona;6;Auto(S8);18;24;21;01/05/2019
2020;Toyota;SIENNA;6;Auto(S8);19;26;21;15/04/2019
2020;FCA US LLC;Pacifica AWD;6;Auto(A9);17;25;20;10/08/2020
2020;Toyota;SIENNA AWD;6;Auto(S8);18;24;20;15/04/2019
2020;Honda;MDX FWD;6;Auto(S9);20;27;23;16/07/2019
2020;Honda;RDX FWD;4;Auto(S10);22;28;24;02/05/2019
2020;Honda;RDX FWD A-SPEC;4;Auto(S10);22;27;24;02/05/2019
2020;FCA US LLC;Stelvio;4;Auto(A8);22;29;25;07/10/2019
2020;BMW;X3 sDrive30i;4;Auto(S8);25;29;27;01/08/2019
2020;General Motors;ENCORE FWD;4;Auto(S6);25;30;27;14/06/2019
2020;General Motors;ENCORE GX FWD;3;Auto(AV);26;30;28;10/01/2020
2020;General Motors;ENCORE GX FWD;3;Auto(AV);30;32;31;13/12/2019
2020;General Motors;ENVISION FWD;4;Auto(A6);22;29;25;16/05/2019
2020;General Motors;XT4 FWD;4;Auto(S9);24;30;26;17/06/2019
2020;General Motors;XT5 FWD;4;Auto(S9);21;28;24;25/11/2019
2020;General Motors;XT5 FWD;6;Auto(S9);18;26;21;05/08/2019
2020;General Motors;XT6 FWD;6;Auto(S9);18;25;20;13/05/2019
2020;General Motors;BLAZER FWD;4;Auto(A9);21;28;24;12/11/2019
2020;General Motors;BLAZER FWD;4;Auto(A9);21;27;23;05/08/2019
2020;General Motors;BLAZER FWD;6;Auto(A9);19;26;21;26/08/2019
2020;General Motors;EQUINOX FWD;4;Auto(A6);26;31;28;04/06/2019
2020;General Motors;EQUINOX FWD;4;Auto(A9);22;29;25;18/05/2020
2020;General Motors;TRAX FWD;4;Auto(S6);26;31;28;14/06/2019
2020;FCA US LLC;Journey;4;Auto(A4);19;25;21;13/01/2020
2020;Ford Motor Company;ECOSPORT FWD;3;Auto(S6);27;29;28;15/07/2019
2020;Ford Motor Company;EDGE FWD;4;Auto(A8);21;29;24;16/09/2019
2020;Ford Motor Company;ESCAPE FWD;3;Auto(A8);27;33;30;16/09/2019
2020;Ford Motor Company;ESCAPE FWD HEV;4;Auto(AV);44;37;41;26/11/2019
2020;General Motors;TERRAIN FWD;4;Auto(A9);26;30;27;04/06/2019
2020;General Motors;TERRAIN FWD;4;Auto(A9);22;28;24;07/06/2019
2020;Honda;CR-V FWD;4;Auto(AV);28;34;30;05/11/2019
2020;Honda;PASSPORT FWD;6;Auto(S9);20;25;22;28/10/2019
2020;Honda;PILOT FWD;6;Auto(A6);19;27;22;30/07/2019
2020;Honda;PILOT FWD;6;Auto(S9);20;27;23;30/07/2019
2020;Hyundai;Kona FWD;4;Auto(AM7);28;32;30;30/04/2019
2020;Hyundai;Kona FWD;4;Auto(S6);27;33;30;30/04/2019
2020;Hyundai;Santa Fe FWD;4;Auto(S8);20;27;23;01/06/2019
2020;Hyundai;Santa Fe FWD;4;Auto(S8);22;29;25;01/06/2019
2020;Hyundai;Tucson FWD;4;Auto(S6);23;28;25;22/05/2019
2020;Hyundai;Tucson FWD;4;Auto(S6);22;28;25;22/05/2019
2020;Nissan;QX50;4;Auto(AV-S8);23;29;26;20/09/2019
2020;Nissan;QX60 FWD;6;Auto(AV-S7);20;27;22;21/06/2019
2020;FCA US LLC;Cherokee FWD;4;Auto(A9);23;31;26;22/07/2019
2020;FCA US LLC;Cherokee FWD;4;Auto(A9);22;31;25;22/07/2019
2020;FCA US LLC;Cherokee FWD;6;Auto(A9);20;29;23;22/07/2019
2020;FCA US LLC;Compass 4X2;4;Auto(A6);22;31;25;05/08/2019
2020;FCA US LLC;Compass 4X2;4;Manual(M6);23;32;26;05/08/2019
2020;FCA US LLC;Renegade 4x2;4;Auto(A9);24;32;27;09/09/2019
2020;FCA US LLC;Renegade 4x2;4;Auto(A9);22;30;25;09/09/2019
2020;Kia;Sorento FWD;4;Auto(S6);22;29;25;02/07/2019
2020;Kia;Sorento FWD;6;Auto(S8);19;26;22;02/07/2019
2020;Kia;Sportage FWD;4;Auto(S6);20;28;23;15/02/2019
2020;Kia;Sportage FWD;4;Auto(S6);23;30;26;15/02/2019
2020;Kia;Telluride FWD;6;Auto(S8);20;26;23;15/02/2019
2020;Toyota;NX 300;4;Auto(S6);22;28;25;27/05/2019
2020;Toyota;RX 350;6;Auto(S8);20;27;23;25/08/2019
2020;Toyota;RX 350L;6;Auto(S8);19;26;22;25/08/2019
2020;Ford Motor Company;CORSAIR FWD;4;Auto(S8);22;29;25;16/09/2019
2020;Ford Motor Company;NAUTILUS FWD;4;Auto(S8);21;26;23;06/09/2019
2020;MAZDA;CX-30 2WD;4;Auto(S6);25;33;28;01/12/2019
2020;MAZDA;CX-30 2WD;4;Auto(S6);25;33;28;01/12/2019
2020;MAZDA;CX-5 2WD;4;Auto(S6);25;31;28;18/11/2019
2020;MAZDA;CX-9 2WD;4;Auto(S6);22;28;24;18/11/2019
2020;Mercedes-Benz;GLA 250;4;Auto(AM7);24;34;28;05/09/2019
2020;Mercedes-Benz;GLC 300;4;Auto(A9);22;29;24;09/08/2019
2020;Mitsubishi Motors Co;ECLIPSE CROSS 2WD;4;Auto(AV-S8);25;28;26;01/07/2019
2020;Mitsubishi Motors Co;ECLIPSE CROSS ES 2WD;4;Auto(AV-S8);26;29;27;01/07/2019
2020;Mitsubishi Motors Co;OUTLANDER 2WD;4;Auto(AV-S6);25;30;27;01/06/2019
2020;Mitsubishi Motors Co;OUTLANDER SPORT 2WD;4;Auto(AV-S6);24;30;27;01/08/2019
2020;Mitsubishi Motors Co;OUTLANDER SPORT 2WD;4;Auto(AV-S6);23;29;25;01/09/2019
2020;Nissan;PATHFINDER 2WD;6;Auto(AV);20;27;23;13/09/2019
2020;Nissan;ROGUE FWD;4;Auto(AV);26;33;29;19/07/2019
2020;Toyota;HIGHLANDER;6;Auto(S8);20;28;23;05/12/2019
2020;Toyota;HIGHLANDER;6;Auto(S8);21;29;24;05/12/2019
2020;Toyota;HIGHLANDER HYBRID;4;Auto(AV-S6);36;35;36;06/02/2020
2020;Toyota;RAV4;4;Auto(S8);27;35;30;10/10/2019
2020;Toyota;RAV4;4;Auto(S8);28;35;30;10/10/2019
2020;Volkswagen Group of;Atlas;4;Auto(S8);20;24;22;11/10/2019
2020;Volkswagen Group of;Atlas;6;Auto(S8);17;23;19;17/01/2020
2020;Volkswagen Group of;Atlas Cross Sport;4;Auto(S8);21;24;22;20/09/2019
2020;Volkswagen Group of;Atlas Cross Sport;6;Auto(S8);17;23;19;17/01/2020
2020;Volkswagen Group of;Tiguan;4;Auto(S8);22;29;25;20/09/2019
2020;Volvo;XC40 FWD;4;Auto(S8);23;33;27;03/06/2019
2020;Volvo;XC60 FWD;4;Auto(S8);22;29;24;03/06/2019
2020;Honda;MDX AWD;6;Auto(AM-S7);26;27;27;17/07/2019
2020;Honda;MDX AWD;6;Auto(S9);19;26;22;16/07/2019
2020;Honda;MDX AWD A-spec;6;Auto(S9);19;25;21;16/07/2019
2020;Honda;RDX AWD;4;Auto(S10);21;27;23;02/05/2019
2020;Honda;RDX AWD A-SPEC;4;Auto(S10);21;26;23;02/05/2019
2020;FCA US LLC;Stelvio AWD;4;Auto(A8);22;28;24;07/10/2019
2020;FCA US LLC;Stelvio AWD;6;Auto(A8);17;23;19;30/09/2019
2020;Volkswagen Group of;Q3 quattro;4;Auto(S8);19;27;22;30/08/2019
2020;Volkswagen Group of;Q5;4;Auto(S7);22;28;24;20/09/2019
2020;Volkswagen Group of;SQ5;6;Auto(S8);18;23;20;01/11/2019
